set_id,sent,pos,dict_text,wn-pos,PosScore,NegScore,SynsetTerms,Gloss
1209,NULL,JJ,jiggy,NULL,NULL,NULL,NULL,NULL
1210,NULL,JJ,mer,NULL,NULL,NULL,NULL,NULL
1210,NULL,JJ,mer,NULL,NULL,NULL,NULL,NULL
1211,NULL,JJ,cherry,NULL,NULL,NULL,NULL,NULL
1212,z,NN,peanut,n,0,0,peanut#1,underground pod of the peanut vine
1213,z,NN,tennis,n,0,0,tennis#1 lawn_tennis#1,a game played with rackets by two or four players who hit a ball back and forth over a net that divides the court
1214,z,UH,hello,n,0,0,hullo#1 howdy#1 how-do-you-do#2 hi#1 hello#1,"an expression of greeting; ""every morning they exchanged polite hellos"""
1215,z,NN,pimp,n,0,0,procurer#1 ponce#2 pimp#1 panderer#1 pander#1 pandar#1 fancy_man#1,someone who procures customers for whores (in England they call a pimp a ponce)
1216,z,NN,bean,n,0,0,edible_bean#1 bean#1,any of various edible seeds of plants of the family Leguminosae used for food
1217,NULL,NNP,jessica,NULL,NULL,NULL,NULL,NULL
1218,p,BEZ,is,v,0.25,0.125,be#1,"have the quality of being; (copula, used with an adjective or a predicate noun); ""John is rich""; ""This is not a good answer"""
1218,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1218,p,NNP,belle,n,0.5,0,belle#1,"a young woman who is the most charming and beautiful of several rivals; ""she was the belle of the ball"""
1219,z,NN,jones,n,0,0,mother_jones#1 mary_harris_jones#1 jones#1,United States labor leader (born in Ireland) who helped to found the Industrial Workers of the World (1830-1930)
1220,n,NN,poop,n,0,0.25,turd#1 shite#1 shit#1 poop#1 dirt#3 crap#1,obscene terms for feces
1221,z,NR,south,n,0,0,south#1,the region of the United States lying to the south of the Mason-Dixon line
1221,z,NN,beach,n,0,0,beach#1,an area of sand sloping down to the water of a sea or lake
1222,p,NN,nash,n,0.125,0,ogden_nash#1 nash#1,United States writer noted for his droll epigrams (1902-1971)
1222,z,NN,ea,n,0,0,ea#1,the Babylonian god of wisdom; son of Apsu and father of Marduk; counterpart of the Sumerian Enki; as one of the supreme triad including Anu and Bel he was assigned control of the watery element
1223,z,NN,john,n,0,0,toilet#1 privy#1 lavatory#1 lav#1 john#1 can#6 bathroom#2,a room or building equipped with one or more toilets
1223,NULL,NP,cen,NULL,NULL,NULL,NULL,NULL
1223,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1224,z,NP-TL,Capricorn,n,0,0,goat#3 capricorn#1,(astrology) a person who is born while the sun is in Capricorn
1225,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1225,NULL,NN,mun,NULL,NULL,NULL,NULL,NULL
1226,z,NNS,kisses,n,0,0,osculation#2 kiss#1 buss#1,the act of caressing with the lips (or an instance thereof)
1227,z,JJ,sweet,a,0,0,sweet#1,having or denoting the characteristic taste of sugar
1227,n,NN,insanity,n,0.25,0.375,insanity#1,relatively permanent disorder of the mind
1228,z,IN,in,n,0,0,inch#1 in#1,a unit of length equal to one twelfth of a foot
1228,NULL,PPO,mee,NULL,NULL,NULL,NULL,NULL
1229,NULL,NNP,samantha,NULL,NULL,NULL,NULL,NULL
1230,z,NN,monster,n,0,0,monster#1,an imaginary creature usually having various human and animal parts
1231,z,VB,walling,v,0,0,wall#1 surround#4 palisade#1 fence_in#2 fence#4,surround with a wall in order to fortify
1231,z,NN,ton,n,0,0,ton#1 short_ton#1 net_ton#1,a United States unit of weight equivalent to 2000 pounds
1232,n,FW-AT,les,n,0.125,0.375,lupus_erythematosus#1 le#1,a chronic inflammatory collagen disease affecting connective tissue (skin or joints)
1232,z,VB,hie,v,0,0,step_on_it#1 speed#1 rush_along#1 rush#1 race#1 pelt_along#1 hotfoot#1 hie#1 hasten#2 cannonball_along#1 bucket_along#1 belt_along#1,"move fast; ""He rushed down the hall to receive his guests""; ""The cars raced down the street"""
1233,n,JJ,evil,a,0,0.875,evil#1,"morally bad or wrong; ""evil purposes""; ""an evil influence""; ""evil deeds"""
1233,z,CD,one,n,0,0,unity#2 single#2 one#1 i#2 ace#1 1#1,"the smallest whole number or a numeral representing this number; ""he has the one but will need a two and three to go with it""; ""they had lunch at one"""
1234,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1235,z,NN,ally,n,0,0,ally#1,a friendly nation
1236,n,NN,pinky,n,0,0.125,pinky#1 pinkie#1 little_finger#1,the finger farthest from the thumb
1236,z,NN,nail,n,0,0,nail#1,horny plate covering and protecting part of the dorsal surface of the digits
1237,z,NN,senna,n,0,0,senna#1,any of various plants of the genus Senna having pinnately compound leaves and showy usually yellow flowers; many are used medicinally
1238,NULL,KK,troot,NULL,NULL,NULL,NULL,NULL
1239,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1239,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
1239,z,NP,Peru,n,0,0,republic_of_peru#1 peru#1,a republic in western South America; achieved independence from Spain in 1821; was the heart of the Inca empire from the 12th to 16th centuries
1240,NULL,JJ,mad,NULL,NULL,NULL,NULL,NULL
1240,z,NN,eye,n,0,0,optic#1 oculus#1 eye#1,the organ of sight
1241,z,NNP,paige,n,0,0,satchel_paige#1 paige#1 leroy_robert_paige#1,United States baseball player; a black pitcher noted for his longevity (1906-1982)
1242,NULL,NNP,dee,NULL,NULL,NULL,NULL,NULL
1243,NULL,KK,Latina,NULL,NULL,NULL,NULL,NULL
1244,p,NN,titans,n,0.125,0,titan#1 heavyweight#5 giant#2 colossus#2 behemoth#2,a person of exceptional importance and reputation
1245,n,NN,weirdo,n,0,0.5,weirdy#1 weirdo#1 weirdie#1 spook#1 creep#1,someone unpleasantly strange or eccentric
1246,z,NNP,lind,n,0,0,swedish_nightingale#1 lind#1 jenny_lind#1,Swedish soprano who toured the United States under the management of P. T. Barnum (1820-1887)
1247,z,JJ,big,a,0.5,0.5,large#1 big#1,"above average in size or number or quantity or magnitude or extent; ""a large city""; ""set out for the big city""; ""a large sum""; ""a big (or large) barn""; ""a large family""; ""big businesses""; ""a big expenditure""; ""a large number of newspapers""; ""a big group of scientists""; ""large areas of the world"""
1247,NULL,NNP,bertha,NULL,NULL,NULL,NULL,NULL
1248,n,NN,baby,n,0,0.375,infant#1 baby#1 babe#1,"a very young child (birth to 1 year) who has not yet begun to walk or talk; ""the baby began to cry again""; ""she held the baby in her arms""; ""it sounds simple, but when you have your own baby it is all so different"""
1248,z,NN,girl,n,0,0,young_woman#1 young_lady#1 missy#1 miss#1 girl#1 fille#1,"a young woman; ""a young lady of 18"""
1249,NULL,KK,borine,NULL,NULL,NULL,NULL,NULL
1249,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1250,NULL,NNP,dudley,NULL,NULL,NULL,NULL,NULL
1251,z,NN,candy,n,0,0,confect#1 candy#1,a rich sweet made of flavored sugar and often combined with fruit or nuts
1251,NULL,KK,gurl,NULL,NULL,NULL,NULL,NULL
1252,z,NN,bell,n,0,0,bell#1,a hollow device made of metal that makes a ringing sound when struck
1253,NULL,NNS,whats,NULL,NULL,NULL,NULL,NULL
1253,z,RP,up,r,0,0,upwards#1 upwardly#1 upward#1 up#1,"spatially or metaphorically from a lower to a higher position; ""look up!""; ""the music surged up""; ""the fragments flew upwards""; ""prices soared upwards""; ""upwardly mobile"""
1254,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1254,NULL,PPSS,you,NULL,NULL,NULL,NULL,NULL
1255,NULL,NNP,chrissy,NULL,NULL,NULL,NULL,NULL
1256,NULL,NNP,alex,NULL,NULL,NULL,NULL,NULL
1257,p,VBN,got,v,0.125,0,get#1 acquire#1,"come into the possession of something concrete or abstract; ""She got a lot of paintings from her uncle""; ""They acquired a new pet""; ""Get your results the next day""; ""Get permission to take a few days off from work"""
1257,z,NN,milk,n,0,0,milk#1,a white nutritious liquid secreted by mammals and used as food by human beings
1258,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1258,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1259,z,NN,daddy,n,0,0,pop#1 pappa#1 papa#1 pa#1 daddy#1 dada#1 dad#1,an informal term for a father; probably derived from baby talk
1260,z,RB,yeah,r,0,0,yeah#1 yea#1,"not only so, but; ""I therein do rejoice, yea, and will rejoice"""
1261,z,NN,apple,n,0,0,apple#1,fruit with red or yellow or green skin and sweet to tart crisp whitish flesh
1261,z,NN,pie,n,0,0,pie#1,dish baked in pastry-lined pan often with a pastry top
1262,NULL,NN,cutie,NULL,NULL,NULL,NULL,NULL
1263,n,NN,cubs,n,0,0.25,rookie#1 greenhorn#1 cub#1,an awkward and inexperienced youth
1264,NULL,NNP,Deanna,NULL,NULL,NULL,NULL,NULL
1265,NULL,NNP,meagan,NULL,NULL,NULL,NULL,NULL
1266,z,RB,ever,r,0,0,of_all_time#1 ever#1,"at any time; ""did you ever smoke?""; ""the best con man of all time"""
1267,z,NNP,manda,n,0,0,manda#1,a Dravidian language spoken in south central India
1268,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1268,n,NN,heart,n,0,0.125,heart#1 bosom#5,"the locus of feelings and intuitions; ""in your heart you know it is true""; ""her story would melt your bosom"""
1268,z,NN,dance,n,0,0,dance#1,an artistic form of nonverbal communication
1269,p,NNS,friends,n,0.125,0,friend#1,"a person you know well and regard with affection and trust; ""he was my best friend at the university"""
1269,NULL,CC,and,NULL,NULL,NULL,NULL,NULL
1269,z,NN,family,n,0,0,menage#1 household#1 house#10 home#8 family#1,"a social unit living together; ""he moved his family to Virginia""; ""It was a good Christian household""; ""I waited until the whole house was asleep""; ""the teacher asked how many people made up his home"""
1270,z,JJ,static,a,0,0,static#2 electrostatic#1,"concerned with or producing or caused by static electricity; ""an electrostatic generator produces high-voltage static electricity"""
1271,NULL,JJ,blue,NULL,NULL,NULL,NULL,NULL
1272,z,NNS,lovers,n,0,0,lover#1,a person who loves someone or is loved by someone
1273,n,NN,diet,n,0,0.125,diet#1,a prescribed selection of foods
1273,z,NN,coke,n,0,0,coke#1,carbon fuel produced by distillation of coal
1274,p,JJ,loveable,a,0.625,0,loveable#1 lovable#1,"having characteristics that attract love or affection; ""a mischievous but lovable child"""
1275,z,AP,much,n,0.125,0.125,much#1,"a great amount or extent; ""they did much for humanity"""
1275,z,NN,music,n,0,0,music#1,an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner
1276,z,NN,day,n,0,0,twenty-four_hours#1 twenty-four_hour_period#1 solar_day#1 mean_solar_day#1 day#1 24-hour_interval#1,"time for Earth to make a complete rotation on its axis; ""two days later they left""; ""they put on two performances every day""; ""there are 30,000 passengers per day"""
1277,z,JJ,Spanish,a,0,0,spanish#1,"of or relating to or characteristic of Spain or the people of Spain; ""Spanish music"""
1278,z,NN,dancer,n,0,0,terpsichorean#1 professional_dancer#1 dancer#1,a performer who dances professionally
1279,z,NN,poi,n,0,0,poi#1,Hawaiian dish of taro root pounded to a paste and often allowed to ferment
1280,NULL,NNP,kimmy,NULL,NULL,NULL,NULL,NULL
1281,n,JJ,unlisted,a,0,0.75,unlisted#1,"not on a list; ""an unlisted telephone number"""
1282,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1282,NULL,KK,ovey,NULL,NULL,NULL,NULL,NULL
1283,z,NN,marine,n,0,0,shipboard_soldier#1 marine#1 leatherneck#1 devil_dog#1,a member of the United States Marine Corps
1284,z,NNP,cooper,n,0,0,peter_cooper#1 cooper#1,United States industrialist who built the first American locomotive; founded Cooper Union in New York City to offer free courses in the arts and sciences (1791-1883)
1285,NULL,NN,pook,NULL,NULL,NULL,NULL,NULL
1286,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1287,z,NN,kea,n,0,0,nestor_notabilis#1 kea#1,large brownish-green New Zealand parrot
1287,NULL,NNP,lani,NULL,NULL,NULL,NULL,NULL
1288,NULL,NNP,joey,NULL,NULL,NULL,NULL,NULL
1289,z,NN,shrimp,n,0,0,shrimp#1 runt#1 peewee#1 half-pint#1,disparaging terms for small people
1290,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1291,NULL,NNP,nathan,NULL,NULL,NULL,NULL,NULL
1292,z,NN,ness,n,0,0,ness#1 cape#1,a strip of land projecting into a body of water
1293,z,NP,Hawaii,n,0,0,hi#2 hawaii#1 hawai'i#1 aloha_state#1,a state in the United States in the central Pacific on the Hawaiian Islands
1294,z,UH,hello,n,0,0,hullo#1 howdy#1 how-do-you-do#2 hi#1 hello#1,"an expression of greeting; ""every morning they exchanged polite hellos"""
1295,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1295,NULL,NP,mord,NULL,NULL,NULL,NULL,NULL
1296,n,NN,baby,n,0,0.375,infant#1 baby#1 babe#1,"a very young child (birth to 1 year) who has not yet begun to walk or talk; ""the baby began to cry again""; ""she held the baby in her arms""; ""it sounds simple, but when you have your own baby it is all so different"""
1297,z,NN,paris,n,0,0,paris#1 french_capital#1 city_of_light#1 capital_of_france#1,the capital and largest city of France; and international center of culture and commerce
1297,NULL,NNP,hilton,NULL,NULL,NULL,NULL,NULL
1298,p,JJ,happy,a,0.875,0,happy#1,"enjoying or showing or marked by joy or pleasure; ""a happy smile""; ""spent many happy days on the beach""; ""a happy marriage"""
1298,p,JJ,happy,n,0,0.125,regimentation#1,the imposition of order or discipline
1299,z,NN,chicken,n,0,0,volaille#1 poulet#1 chicken#1,the flesh of a chicken used for food
1300,z,NN,tic,n,0,0,tic#1,a local and habitual twitching especially in the face
1300,z,AT,a,n,0,0,angstrom_unit#1 angstrom#1 a#1,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation
1301,NULL,NNP,anabel,NULL,NULL,NULL,NULL,NULL
1302,z,NN,Guyana,n,0,0,guyana#1 co-operative_republic_of_guyana#1 british_guiana#1,"a republic in northeastern South America; formerly part of the British Empire, but it achieved independence from the United Kingdom in 1966"
1303,NULL,NNP,rosie,NULL,NULL,NULL,NULL,NULL
1304,NULL,UH,hey,NULL,NULL,NULL,NULL,NULL
1305,NULL,NN,okie,NULL,NULL,NULL,NULL,NULL
1306,NULL,NNP,vikki,NULL,NULL,NULL,NULL,NULL
1307,z,NNP,patty,n,0,0,patty#1 cake#2,small flat mass of chopped food
1308,z,NN,rocket,n,0,0,rocket#1 projectile#2,any vehicle self-propelled by a rocket engine
1309,z,NN,i,n,0,0,iodine#1 iodin#1 i#1 atomic_number_53#1,a nonmetallic element belonging to the halogens; used especially in medicine and photography and in dyes; occurs naturally only in combination in small quantities (as in sea water or rocks)
1309,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
1309,NULL,PPSS,you,NULL,NULL,NULL,NULL,NULL
1310,n,NN,baby,n,0,0.375,infant#1 baby#1 babe#1,"a very young child (birth to 1 year) who has not yet begun to walk or talk; ""the baby began to cry again""; ""she held the baby in her arms""; ""it sounds simple, but when you have your own baby it is all so different"""
1311,z,NN,shampoo,n,0,0,shampoo#1,cleansing agent consisting of soaps or detergents used for washing the hair
1312,p,NN,love,n,0.625,0,love#1,"a strong positive emotion of regard and affection; ""his love for his work""; ""children need a lot of love"""
1313,z,NN,varsity,n,0,0,varsity#1,a British abbreviation of `university'; usually refers to Oxford University or Cambridge University
1314,NULL,NNP,floyd,NULL,NULL,NULL,NULL,NULL
1315,NULL,NNP,danielle,NULL,NULL,NULL,NULL,NULL
1316,NULL,JJ,crazy,NULL,NULL,NULL,NULL,NULL
